year,date,text
2026,2026-07-15,[1BPU] 브랜드원데이
2026,2026-07-16,[1BPU] 브랜드원데이
2026,2026-07-17,[1BPU] 브랜드원데이
2026,2026-07-18,[1BPU] 브랜드원데이
2026,2026-07-19,[1BPU] 브랜드원데이
2026,2026-07-17,[입점BPU] 뷰티주말특가 (7/17 10시 ~ 7/20 10시)
2026,2026-07-17,첫구매RUN
2026,2026-07-17,[WEEKEND SALE]
2026,2026-07-20,[전관행사] SUMMER VACANCE (7/20 10시 ~ 7/27 10시) * 7/20 10시 ~ 7/22 10시 가변탭 우선 랜딩
2026,2026-07-31,[WEEKEND SALE]
2026,2026-08-04,[전관행사] L+DAY (8/4 10시 ~ 8/7 10시) ※ 3일 진행 * 8/4 10시 ~ 8/7 10시 가변탭 우선 랜딩
2026,2026-08-07,[WEEKEND SALE]
2026,2026-08-14,[WEEKEND SALE]
2026,2026-08-17,[전관행사] 브랜드 페스타 (8/17 10시 ~ 8/24 10시) * 8/17 10시 ~ 8/19 10시 가변탭 우선 랜딩
2026,2026-08-21,첫구매RUN
2026,2026-08-28,첫구매RUN
2026,2026-08-28,[WEEKEND SALE]
2026,2026-08-31,[전관행사] L:Festa (8/31 10시 ~ 9/7 10시) ※ 7일 진행 * 8/31 10시 ~ 9/2 10시 가변탭 우선 랜딩
2026,2026-09-04,첫구매RUN
