grain,perspective,year,period,period_sort,seg1,seg2,metric,value,source
month,overall,2025,1월,20250100,,,일평균거래액,509755443.167155,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,일평균거래액,523281908.766234,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,일평균거래액,549136387.184751,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,일평균거래액,514950221.787879,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,일평균거래액,478050351.055718,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,일평균거래액,474727400.393939,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,일평균거래액,411056057.008798,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,일평균거래액,392980733.372434,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,일평균거래액,656785220.121212,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,일평균거래액,1037790791.55425,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,일평균거래액,643003504.424242,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,일평균거래액,580696241.143695,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,일평균거래액,557582234.868035,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,일평균거래액,516918654.87013,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,일평균거래액,565145005.42522,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,일평균거래액,525144713.757576,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,일평균거래액,489240525.307918,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,일평균거래액,449822001.939394,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,일평균거래액,425851912.909091,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,거래액비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,일평균고객수,1663.38709677419,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,일평균고객수,1791.57142857143,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,일평균고객수,2043.70967741935,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,일평균고객수,2153.3,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,일평균고객수,2046.51612903226,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,일평균고객수,2167.2,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,일평균고객수,1982.67741935484,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,일평균고객수,1768,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,일평균고객수,1942.26666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,일평균고객수,2025.41935483871,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,일평균고객수,2090.8,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,일평균고객수,1881.61290322581,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,일평균고객수,1696.12903225806,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,일평균고객수,1712.42857142857,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,일평균고객수,1979.67741935484,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,일평균고객수,2055.16666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,일평균고객수,1956.41935483871,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,일평균고객수,1903.83333333333,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,일평균고객수,1857,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,고객비중,1,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,일평균객단가,306456.292799027,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,일평균객단가,292079.847010895,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,일평균객단가,268695.888291804,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,일평균객단가,239144.671800436,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,일평균객단가,233592.271408961,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,일평균객단가,219051.033773505,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,일평균객단가,207323.719429132,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,일평균객단가,222274.170459521,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,일평균객단가,338153.988529491,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,일평균객단가,512383.170959129,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,일평균객단가,307539.4606965,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,일평균객단가,308616.209076882,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,일평균객단가,328738.099674954,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,일평균객단가,301862.900149404,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,일평균객단가,285473.279585821,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,일평균객단가,255524.149099461,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,일평균객단가,250069.354557296,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,일평균객단가,236271.733488257,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,일평균객단가,229322.516375386,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,유효회원수,58133,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,유효회원수,58363,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,유효회원수,58272,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,유효회원수,57673,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,유효회원수,57123,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,유효회원수,57028,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,유효회원수,113400,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,유효회원수,56410,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,유효회원수,112768,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,유효회원수,56371,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,유효회원수,56092,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,유효회원수,55990,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,유효회원수,55887,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,유효회원수,55989,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,유효회원수,55853,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,유효회원수,56103,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,유효회원수,56390,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,유효회원수,56568,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,유효회원수,56230,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,DAU,20307.3225806452,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,DAU,20711.1071428571,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,DAU,21342.3870967742,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,DAU,21447.7666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,DAU,20388.4193548387,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,DAU,20087.3666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,DAU,18992.8387096774,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,DAU,18057.935483871,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,DAU,24354.4666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,DAU,36018.6129032258,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,DAU,20670.8,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,DAU,19727.4838709677,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,DAU,18732.5161290323,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,DAU,18279.3214285714,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,DAU,19333.1612903226,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,DAU,19442.4666666667,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,DAU,18639.9677419355,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,DAU,18104.0333333333,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,DAU,18050,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,유입율,0.349325212540986,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,유입율,0.354867075764733,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,유입율,0.366254583621194,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,유입율,0.371885746652102,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,유입율,0.356921368885365,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,유입율,0.352236912861518,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,유입율,0.167485350173522,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,유입율,0.320119402302268,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,유입율,0.215969660423761,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,유입율,0.638956429781728,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,유입율,0.368516009413107,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,유입율,0.352339415448611,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,유입율,0.335185573192912,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,유입율,0.326480584196385,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,유입율,0.346143650123048,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,유입율,0.346549501215027,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,유입율,0.330554490901498,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,유입율,0.320040187620799,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,유입율,0.321003023297172,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,1월,20250100,,,CR,0.0819107043859914,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,2월,20250200,,,CR,0.0865029288977102,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,3월,20250300,,,CR,0.0957582517903188,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,4월,20250400,,,CR,0.100397399573848,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,5월,20250500,,,CR,0.100376399632302,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,6월,20250600,,,CR,0.107888706168554,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,7월,20250700,,,CR,0.104390789058015,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,8월,20250800,,,CR,0.097907094727365,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,9월,20250900,,,CR,0.0797499158265287,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,10월,20251000,,,CR,0.0562325750933433,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,11월,20251100,,,CR,0.101147512432997,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2025,12월,20251200,,,CR,0.0953802783737115,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,1월,20260100,,,CR,0.0905446455016979,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,2월,20260200,,,CR,0.0936811893220481,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,3월,20260300,,,CR,0.102398019114742,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,4월,20260400,,,CR,0.105705037426664,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,5월,20260500,,,CR,0.104958301533818,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,6월,20260600,,,CR,0.105160728456458,전체관점 - 월별 실적 (기본) (1).xlsx
month,overall,2026,7월,20260700,,,CR,0.102880886426593,전체관점 - 월별 실적 (기본) (1).xlsx
week,overall,2025,01월 1주차,20250101,,,일평균거래액,583364371.636364,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 2주차,20250102,,,일평균거래액,611836974.935065,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 3주차,20250103,,,일평균거래액,499689384.675325,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 4주차,20250104,,,일평균거래액,480955766.753247,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 5주차,20250105,,,일평균거래액,450343805.584416,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 1주차,20250201,,,일평균거래액,616656995.584416,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 2주차,20250202,,,일평균거래액,486677203.246753,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 3주차,20250203,,,일평균거래액,459983859.87013,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,02월 4주차,20250204,,,일평균거래액,505668682.207792,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 1주차,20250301,,,일평균거래액,657238375.844156,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 2주차,20250302,,,일평균거래액,548579748.571429,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 3주차,20250303,,,일평균거래액,504654380.649351,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,03월 4주차,20250304,,,일평균거래액,474029981.948052,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 1주차,20250401,,,일평균거래액,517983629.350649,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 2주차,20250402,,,일평균거래액,553941324.155844,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 3주차,20250403,,,일평균거래액,510387621.818182,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,04월 4주차,20250404,,,일평균거래액,491615079.480519,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 1주차,20250501,,,일평균거래액,459244676.493506,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 2주차,20250502,,,일평균거래액,488837493.896104,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 3주차,20250503,,,일평균거래액,559638446.363636,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 4주차,20250504,,,일평균거래액,445457746.753247,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,05월 5주차,20250505,,,일평균거래액,455393460.649351,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 1주차,20250601,,,일평균거래액,499659157.272727,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 2주차,20250602,,,일평균거래액,459659873.116883,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 3주차,20250603,,,일평균거래액,530769567.662338,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,06월 4주차,20250604,,,일평균거래액,400214457.142857,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 1주차,20250701,,,일평균거래액,443483652.987013,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 2주차,20250702,,,일평균거래액,481502964.285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 3주차,20250703,,,일평균거래액,378321137.532467,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 4주차,20250704,,,일평균거래액,391061294.285714,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,07월 5주차,20250705,,,일평균거래액,347912627.662338,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 1주차,20250801,,,일평균거래액,458751950,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 2주차,20250802,,,일평균거래액,345684045.324675,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 3주차,20250803,,,일평균거래액,384418953.636364,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,08월 4주차,20250804,,,일평균거래액,384852591.428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 1주차,20250901,,,일평균거래액,511819428.051948,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 2주차,20250902,,,일평균거래액,446329158.181818,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 3주차,20250903,,,일평균거래액,516627482.857143,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,09월 4주차,20250904,,,일평균거래액,1094149374.80519,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 1주차,20251001,,,일평균거래액,764662287.792208,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 2주차,20251002,,,일평균거래액,1026422090.90909,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 3주차,20251003,,,일평균거래액,1170238955.32468,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 4주차,20251004,,,일평균거래액,1121135955.58442,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,10월 5주차,20251005,,,일평균거래액,959659004.155844,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 1주차,20251101,,,일평균거래액,571085346.753247,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 2주차,20251102,,,일평균거래액,742760947.792208,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 3주차,20251103,,,일평균거래액,616607771.818182,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,11월 4주차,20251104,,,일평균거래액,624955949.480519,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 1주차,20251201,,,일평균거래액,575866909.74026,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 2주차,20251202,,,일평균거래액,636729040.51948,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 3주차,20251203,,,일평균거래액,587858789.220779,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,12월 4주차,20251204,,,일평균거래액,571687794.675325,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 1주차,20260101,,,일평균거래액,516208595.454545,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 2주차,20260102,,,일평균거래액,514496441.688312,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 3주차,20260103,,,일평균거래액,555701993.896104,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 4주차,20260104,,,일평균거래액,570943553.636364,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,01월 5주차,20260105,,,일평균거래액,609601542.727273,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 1주차,20260201,,,일평균거래액,603159030.909091,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 2주차,20260202,,,일평균거래액,427253169.090909,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 3주차,20260203,,,일평균거래액,474731024.935065,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,02월 4주차,20260204,,,일평균거래액,565905285.194805,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 1주차,20260301,,,일평균거래액,613703430.779221,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 2주차,20260302,,,일평균거래액,609309100.649351,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 3주차,20260303,,,일평균거래액,526876707.012987,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,03월 4주차,20260304,,,일평균거래액,518477949.480519,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 1주차,20260401,,,일평균거래액,534945403.636364,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 2주차,20260402,,,일평균거래액,545418372.727273,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 3주차,20260403,,,일평균거래액,544945484.935065,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 4주차,20260404,,,일평균거래액,519025384.805195,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,04월 5주차,20260405,,,일평균거래액,479503669.74026,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 1주차,20260501,,,일평균거래액,485004509.350649,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 2주차,20260502,,,일평균거래액,567028042.467532,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 3주차,20260503,,,일평균거래액,425388844.415584,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,05월 4주차,20260504,,,일평균거래액,448893922.337662,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 1주차,20260601,,,일평균거래액,476131905.194805,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 2주차,20260602,,,일평균거래액,415610731.168831,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 3주차,20260603,,,일평균거래액,492829575.324675,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,06월 4주차,20260604,,,일평균거래액,442092944.415584,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2026,07월 1주차,20260701,,,일평균거래액,405323361.428571,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 1주차,20250101,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
week,overall,2025,01월 2주차,20250102,,,거래액비중,1,전체관점 - 주별 실적 (기본) (1).xlsx
