grain,perspective,year,period,period_sort,seg1,seg2,metric,value,source
day,overall,2025,2/4,20250204,,,일평균객단가,369706.950543813,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/5,20250205,,,일평균객단가,371166.811715774,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/6,20250206,,,일평균객단가,289867.040665536,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/7,20250207,,,일평균객단가,315685.487234402,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/8,20250208,,,일평균객단가,301416.981859294,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/9,20250209,,,일평균객단가,295007.59935481,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/10,20250210,,,일평균객단가,284452.817844284,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/11,20250211,,,일평균객단가,305837.708528585,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/12,20250212,,,일평균객단가,284367.556888241,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/13,20250213,,,일평균객단가,274238.25241516,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/14,20250214,,,일평균객단가,294517.091794389,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/15,20250215,,,일평균객단가,277605.414912063,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/16,20250216,,,일평균객단가,282109.626526614,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/17,20250217,,,일평균객단가,249850.472813239,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/18,20250218,,,일평균객단가,246510.304047866,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/19,20250219,,,일평균객단가,271411.487185381,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/20,20250220,,,일평균객단가,262468.184653774,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/21,20250221,,,일평균객단가,285155.009169505,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/22,20250222,,,일평균객단가,278052.857648188,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/23,20250223,,,일평균객단가,278313.83055099,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/24,20250224,,,일평균객단가,244769.855554282,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/25,20250225,,,일평균객단가,236828.708835127,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/26,20250226,,,일평균객단가,270891.884881423,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/27,20250227,,,일평균객단가,266455.737453318,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,2/28,20250228,,,일평균객단가,299951.758535582,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/1,20250301,,,일평균객단가,287646.103896104,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/2,20250302,,,일평균객단가,292892.869983812,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/3,20250303,,,일평균객단가,263806.841515774,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/4,20250304,,,일평균객단가,352150.743801653,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/5,20250305,,,일평균객단가,327822.24445411,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/6,20250306,,,일평균객단가,313415.119448453,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/7,20250307,,,일평균객단가,279634.837390643,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/8,20250308,,,일평균객단가,284872.053905893,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/9,20250309,,,일평균객단가,268127.929948839,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/10,20250310,,,일평균객단가,245955.822295806,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/11,20250311,,,일평균객단가,238406.84241132,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/12,20250312,,,일평균객단가,255041.754805674,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/13,20250313,,,일평균객단가,268244.36619098,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/14,20250314,,,일평균객단가,294997.710063788,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/15,20250315,,,일평균객단가,269103.26626925,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/16,20250316,,,일평균객단가,271278.322960658,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/17,20250317,,,일평균객단가,257439.286216102,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/18,20250318,,,일평균객단가,256280.194441617,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/19,20250319,,,일평균객단가,246071.899044352,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/20,20250320,,,일평균객단가,244789.3343972,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/21,20250321,,,일평균객단가,258929.396949104,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/22,20250322,,,일평균객단가,256396.339577247,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/23,20250323,,,일평균객단가,268105.27265211,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/24,20250324,,,일평균객단가,224981.373819663,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/25,20250325,,,일평균객단가,221250.153601695,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/26,20250326,,,일평균객단가,232180.48697841,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/27,20250327,,,일평균객단가,246271.977298064,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/28,20250328,,,일평균객단가,262868.212090164,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/29,20250329,,,일평균객단가,255588.281219842,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/30,20250330,,,일평균객단가,270356.186262999,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,3/31,20250331,,,일평균객단가,257277.741454738,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/1,20250401,,,일평균객단가,234853.861831769,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/2,20250402,,,일평균객단가,254517.389450056,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/3,20250403,,,일평균객단가,250600.213447172,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/4,20250404,,,일평균객단가,261209.370481057,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/5,20250405,,,일평균객단가,263600.044442489,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/6,20250406,,,일평균객단가,254786.395686437,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/7,20250407,,,일평균객단가,223743.698347107,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/8,20250408,,,일평균객단가,278741.558441558,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/9,20250409,,,일평균객단가,277280.321000705,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/10,20250410,,,일평균객단가,247444.16023166,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/11,20250411,,,일평균객단가,226864.739629303,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/12,20250412,,,일평균객단가,242835.551052807,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/13,20250413,,,일평균객단가,251641.221091221,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/14,20250414,,,일평균객단가,237077.937356761,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/15,20250415,,,일평균객단가,218166.646983857,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/16,20250416,,,일평균객단가,220965.656085114,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/17,20250417,,,일평균객단가,228694.440946259,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/18,20250418,,,일평균객단가,229345.101440993,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/19,20250419,,,일평균객단가,245290.942585806,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/20,20250420,,,일평균객단가,238243.362108778,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/21,20250421,,,일평균객단가,234116.768756337,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/22,20250422,,,일평균객단가,203478.624198186,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/23,20250423,,,일평균객단가,214432.761578045,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/24,20250424,,,일평균객단가,221158.937494521,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/25,20250425,,,일평균객단가,225157.414325907,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/26,20250426,,,일평균객단가,247892.529406822,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/27,20250427,,,일평균객단가,242556.850192061,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/28,20250428,,,일평균객단가,221176.259257655,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/29,20250429,,,일평균객단가,226286.445603577,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,4/30,20250430,,,일평균객단가,232337.120848427,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/1,20250501,,,일평균객단가,250979.169405669,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/2,20250502,,,일평균객단가,231918.909090909,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/3,20250503,,,일평균객단가,233604.702930657,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/4,20250504,,,일평균객단가,235094.9821408,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/5,20250505,,,일평균객단가,242823.52784907,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/6,20250506,,,일평균객단가,239386.933561835,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/7,20250507,,,일평균객단가,226876.230081975,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/8,20250508,,,일평균객단가,221959.508973744,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/9,20250509,,,일평균객단가,241445.538504594,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/10,20250510,,,일평균객단가,247391.490284525,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/11,20250511,,,일평균객단가,252755.847785755,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/12,20250512,,,일평균객단가,215756.835965287,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/13,20250513,,,일평균객단가,272033.929630017,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/14,20250514,,,일평균객단가,251780.251593425,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/15,20250515,,,일평균객단가,264373.997953928,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/16,20250516,,,일평균객단가,244451.699447113,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/17,20250517,,,일평균객단가,222274.211270174,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/18,20250518,,,일평균객단가,223080.562576437,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/19,20250519,,,일평균객단가,238772.562803991,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/20,20250520,,,일평균객단가,198430.751872241,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/21,20250521,,,일평균객단가,212649.838850937,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/22,20250522,,,일평균객단가,217704.6385259,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/23,20250523,,,일평균객단가,242635.519709972,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/24,20250524,,,일평균객단가,239480.675856148,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/25,20250525,,,일평균객단가,223830.631919538,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/26,20250526,,,일평균객단가,210319.447397361,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/27,20250527,,,일평균객단가,213861.987338016,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/28,20250528,,,일평균객단가,219851.472868217,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/29,20250529,,,일평균객단가,199545.505228072,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/30,20250530,,,일평균객단가,235925.961812482,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,5/31,20250531,,,일평균객단가,232888.21973371,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/1,20250601,,,일평균객단가,231653.628587849,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/2,20250602,,,일평균객단가,209051.892475277,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/3,20250603,,,일평균객단가,286062.939302596,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/4,20250604,,,일평균객단가,252775.191631179,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/5,20250605,,,일평균객단가,216133.122917351,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/6,20250606,,,일평균객단가,210161.397967591,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/7,20250607,,,일평균객단가,213040.753588517,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/8,20250608,,,일평균객단가,207955.180132502,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/9,20250609,,,일평균객단가,197630.588852918,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/10,20250610,,,일평균객단가,194874.209222098,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/11,20250611,,,일평균객단가,209947.052265392,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/12,20250612,,,일평균객단가,208996.477960791,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/13,20250613,,,일평균객단가,223254.855281238,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/14,20250614,,,일평균객단가,224751.208763536,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/15,20250615,,,일평균객단가,232121.893554236,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/16,20250616,,,일평균객단가,251845.876085241,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/17,20250617,,,일평균객단가,212754.759281749,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/18,20250618,,,일평균객단가,212265.623406967,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/19,20250619,,,일평균객단가,198610.917620651,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/20,20250620,,,일평균객단가,236655.229376177,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/21,20250621,,,일평균객단가,229179.950269374,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/22,20250622,,,일평균객단가,241958.608405851,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/23,20250623,,,일평균객단가,214018.464472838,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/24,20250624,,,일평균객단가,197141.168484848,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/25,20250625,,,일평균객단가,213439.974886991,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/26,20250626,,,일평균객단가,174200.963155787,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/27,20250627,,,일평균객단가,199833.046539667,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/28,20250628,,,일평균객단가,206332.357379463,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/29,20250629,,,일평균객단가,203896.544072482,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,6/30,20250630,,,일평균객단가,203463.449858926,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/1,20250701,,,일평균객단가,202336.029117082,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/2,20250702,,,일평균객단가,201267.083224173,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/3,20250703,,,일평균객단가,186875.205322846,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/4,20250704,,,일평균객단가,227180.466473545,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/5,20250705,,,일평균객단가,224533.572617646,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/6,20250706,,,일평균객단가,204565.079365079,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/7,20250707,,,일평균객단가,200198.112199066,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/8,20250708,,,일평균객단가,247735.914189977,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/9,20250709,,,일평균객단가,229823.537316017,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/10,20250710,,,일평균객단가,230310.330578512,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/11,20250711,,,일평균객단가,211641.130389064,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/12,20250712,,,일평균객단가,195863.779608651,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/13,20250713,,,일평균객단가,193118.35980678,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/14,20250714,,,일평균객단가,196058.568207441,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/15,20250715,,,일평균객단가,192400.606551741,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/16,20250716,,,일평균객단가,188237.075358852,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/17,20250717,,,일평균객단가,198233.212584943,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/18,20250718,,,일평균객단가,214244.149488358,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/19,20250719,,,일평균객단가,220327.702656593,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/20,20250720,,,일평균객단가,221970.8699855,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/21,20250721,,,일평균객단가,229008.889826722,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/22,20250722,,,일평균객단가,207410.244507767,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/23,20250723,,,일평균객단가,192276.169029747,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/24,20250724,,,일평균객단가,201354.20839656,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/25,20250725,,,일평균객단가,187636.768184356,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/26,20250726,,,일평균객단가,205318.104887369,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/27,20250727,,,일평균객단가,209384.844903988,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/28,20250728,,,일평균객단가,181843.071747672,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/29,20250729,,,일평균객단가,177428.679706601,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/30,20250730,,,일평균객단가,190556.015125073,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,7/31,20250731,,,일평균객단가,220208.952392038,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/1,20250801,,,일평균객단가,214852.433972035,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/2,20250802,,,일평균객단가,204558.279166455,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/3,20250803,,,일평균객단가,202631.336109914,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/4,20250804,,,일평균객단가,205855.101190476,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/5,20250805,,,일평균객단가,267818.986773042,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/6,20250806,,,일평균객단가,231530.742748376,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/7,20250807,,,일평균객단가,252790.684987527,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/8,20250808,,,일평균객단가,236791.252105559,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/9,20250809,,,일평균객단가,247887.458097458,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/10,20250810,,,일평균객단가,218022.163697789,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/11,20250811,,,일평균객단가,221325.114307885,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/12,20250812,,,일평균객단가,191373.372630044,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/13,20250813,,,일평균객단가,178255.068181818,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/14,20250814,,,일평균객단가,194701.600702418,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/15,20250815,,,일평균객단가,238316.824921372,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/16,20250816,,,일평균객단가,211196.617692072,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/17,20250817,,,일평균객단가,213991.939779965,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/18,20250818,,,일평균객단가,219087.753647294,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/19,20250819,,,일평균객단가,223204.137492043,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/20,20250820,,,일평균객단가,222171.190586064,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/21,20250821,,,일평균객단가,212342.946283538,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/22,20250822,,,일평균객단가,229966.024374177,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/23,20250823,,,일평균객단가,217224.683064254,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/24,20250824,,,일평균객단가,225526.160626377,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/25,20250825,,,일평균객단가,201483.091616555,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/26,20250826,,,일평균객단가,208184.587767663,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/27,20250827,,,일평균객단가,199243.005497862,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/28,20250828,,,일평균객단가,181947.599937376,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/29,20250829,,,일평균객단가,258606.509628776,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/30,20250830,,,일평균객단가,268038.071995119,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,8/31,20250831,,,일평균객단가,250614.606698565,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/1,20250901,,,일평균객단가,303940.29478363,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/2,20250902,,,일평균객단가,272393.459777632,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/3,20250903,,,일평균객단가,266585.707731521,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/4,20250904,,,일평균객단가,263334.748776304,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/5,20250905,,,일평균객단가,226605.834546458,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/6,20250906,,,일평균객단가,226751.448133456,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/7,20250907,,,일평균객단가,209705.255527039,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/8,20250908,,,일평균객단가,222232.854587542,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/9,20250909,,,일평균객단가,231224.201743462,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/10,20250910,,,일평균객단가,221652.63368984,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/11,20250911,,,일평균객단가,254034.781702374,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/12,20250912,,,일평균객단가,265700.28192989,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/13,20250913,,,일평균객단가,276916.213026517,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/14,20250914,,,일평균객단가,267156.669538992,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/15,20250915,,,일평균객단가,250110.51070142,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
day,overall,2025,9/16,20250916,,,일평균객단가,272869.175764782,전체관점 - 2025년 일자별 실적 (기본) (6).xlsx
